id,name,neighborhood,cuisine,price_level,rating,review_count,is_open,hours,tags,description,menu_summary,top_reviews,vibe
jDlrkSH8SFJnAQK_7PHy7g,Alta Via Market Square,Unknown,"Italian, Cocktail Bars, Sandwiches",3.0,4.3,122,True,"[{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]","Italian, Cocktail Bars, Sandwiches",Alta Via Market Square is an Italian restaurant and cocktail bar serving sandwiches.,"The menu features Italian cuisine with a focus on sandwiches, along with cocktails.",No Yelp reviews were found for this restaurant.,Insufficient information
fHH836GXPlnwnJL14ZpGRw,Forbes Tavern,Unknown,"Beer Bar, Burgers, American",2.0,4.3,170,True,"[{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}]","Beer Bar, Burgers, American",Forbes Tavern is a beer bar serving burgers and other American fare. No Yelp reviews could be found to provide more details about this establishment.,"The menu focuses on burgers and typical American pub food, complemented by a selection of beers.",No Yelp reviews are available to summarize what patrons liked or disliked about Forbes Tavern.,Insufficient information
MWuwd-rJ-AF5MMYqLZedCA,Gi-Jin,Unknown,"Sushi Bars, Japanese, Bars",4.0,4.4,175,True,"[{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}]","Sushi Bars, Japanese, Bars",,,,
4TjUwnhkIs0ftXNStq6gLA,Lilith,Unknown,"Diners, Empanadas",,4.6,96,True,"[{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}]","Diners, Empanadas",Lilith is a casual diner known for serving tasty empanadas. Not much is known about this eatery due to a lack of reviews.,"The menu focuses on empanadas, a type of stuffed pastry or bread, along with other diner fare. Exact menu items are unknown.","No Yelp reviews could be found for this restaurant, so it's difficult to gauge what diners liked or disliked about their experience at Lilith.",Unknown
0PCBt3JKD6IooicImKNBzA,Nicky's Thai Kitchen,Unknown,Thai,2.0,4.0,1198,True,"[{'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}]",Thai,,,,
ijyjZNaqThPYv71djFq7Yg,Arepittas,Unknown,Venezuelan,1.0,4.8,177,True,"[{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 6}]",Venezuelan,Arepittas is a Venezuelan restaurant serving traditional cuisine. No reviews could be found to provide additional details about the restaurant.,"The menu likely features arepas, which are grilled cornmeal cakes that are split open and stuffed with various fillings. Other typical Venezuelan dishes may also be offered.","No reviews were found, so there is no information available on what diners liked or disliked about their experience at Arepittas.",Unknown
J5vf_HDyqjYTGA5hK9-ZOg,El Sabor Latin Kitchen,Unknown,"Mexican, Latin American, Desserts",2.0,4.5,194,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2030', 'day': 6}]","Mexican, Latin American, Desserts","El Sabor Latin Kitchen is a restaurant serving Mexican and Latin American cuisine along with desserts. Unfortunately, no Yelp reviews were found to provide additional details about this establishment.","The menu features Mexican and Latin American dishes, as well as dessert options. Specifics about menu items are not available due to the lack of reviews.","No reviews were found on Yelp for El Sabor Latin Kitchen, so a summary of what patrons liked or disliked cannot be provided.",Unknown
ndzT1maiVwpz-7VFFzAb5Q,Eddie V's Prime Seafood,Unknown,"Steakhouses, Seafood, Lounges",4.0,4.5,481,True,"[{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}]","Steakhouses, Seafood, Lounges","Eddie V's Prime Seafood is an upscale restaurant specializing in premium steaks and fresh seafood, along with hand-crafted cocktails in their lounge. The restaurant offers an elegant dining experience ideal for special occasions.","The menu features prime steaks, fresh seafood dishes like oysters and crab, and an extensive wine list. Signature items include parmesan-crusted sole, Chilean sea bass, and USDA prime steaks.","No Yelp reviews were found for this restaurant. The restaurant is well-regarded for its high-quality steaks and seafood, attentive service, and elegant ambiance, but specific reviews are not available.",Sophisticated
GnDEZpOusRtoqx9KPNYK9w,Bridges & Bourbon,Unknown,"New American, Cocktail Bars",3.0,4.1,385,True,"[{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}]","New American, Cocktail Bars",Bridges & Bourbon is a New American restaurant and cocktail bar. No Yelp reviews could be found to provide additional details about the establishment.,"The restaurant likely serves New American cuisine and specialty cocktails, but without reviews the exact menu offerings are unknown.","No Yelp reviews were found for Bridges & Bourbon, so a summary of what customers liked or disliked cannot be provided.",Uncertain
nDzLJ3I5y58AVFpZ98HA1A,Whoville -A Grinch Themed Pop-up bar,Unknown,Pop-Up Restaurants,,5.0,6,True,[],Pop-Up Restaurants,Whoville is a Grinch-themed pop-up bar that brings the whimsical world of Dr. Seuss to life.,No menu information available.,No reviews found.,Whimsical
Q7OsHUJgkPHuHNTDBJqPag,Roots Natural Kitchen,Unknown,"Salad, Live/Raw Food, Caterers",2.0,4.5,227,True,"[{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]","Salad, Live/Raw Food, Caterers","Roots Natural Kitchen is a health-focused restaurant specializing in salads and raw food options, also offering catering services.","The menu features a variety of salads and dishes made with raw, uncooked ingredients, catering to those seeking a healthy and natural dining experience.",No reviews available.,Healthy
Voeq7aGDmCGMjE_SQiHwRA,Bakersfield Penn Ave,Unknown,"Cocktail Bars, Mexican",2.0,4.2,1243,True,"[{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","Cocktail Bars, Mexican",Bakersfield Penn Ave is a cocktail bar and Mexican restaurant located in Pittsburgh. No Yelp reviews are available at this time.,"The restaurant likely serves Mexican cuisine and cocktails, but without reviews, the exact menu offerings are uncertain.",No reviews are currently available on Yelp for this establishment.,Unknown
4T2S83-q8rWa0FGVzxjmXQ,Love Ramen,Unknown,Ramen,2.0,4.5,17,True,"[{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 6}]",Ramen,,,,
XnQvVHDU7ach_Itaa5S5iA,Puttshack - Pittsburgh,Unknown,"Mini Golf, New American, Venues & Event Spaces",2.0,3.8,160,True,"[{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","Mini Golf, New American, Venues & Event Spaces",Puttshack in Pittsburgh combines mini golf with a New American restaurant in a venue that can host events.,"New American cuisine is served, but no details on specific menu items are available.",No Yelp reviews could be found for this restaurant.,Playful
43BhNqFWiJmBs8KkPgJ_KQ,Eighteen,Unknown,"Kosher, Wine Bars, Mediterranean",1.0,4.3,11,True,"[{'is_overnight': False, 'start': '1730', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2030', 'day': 6}]","Kosher, Wine Bars, Mediterranean",,,,
lgdRSCyiVMCPnkIdejrUKQ,Emerson's,Unknown,"Cocktail Bars, American, Lounges",2.0,4.3,103,True,"[{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}]","Cocktail Bars, American, Lounges",,,,
kBCkW0-91QnxwbKqRbsZDg,Tupelo Honey Southern Kitchen & Bar,Unknown,"Southern, New American, Breakfast & Brunch",2.0,4.0,433,True,"[{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}]","Southern, New American, Breakfast & Brunch",Tupelo Honey Southern Kitchen & Bar serves up Southern comfort food and New American cuisine in a welcoming atmosphere. They are known for their brunch offerings.,"The menu focuses on Southern favorites and contemporary American dishes, with an emphasis on breakfast and brunch items. Expect classic Southern comfort food.",No Yelp reviews were found for this restaurant.,Warm
1RECFIhw6tdiP4l3smu6Kw,The Yard,Unknown,"New American, Gastropubs",2.0,3.8,573,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}]","New American, Gastropubs",,,,
O2InCSXa5K6Zsqns39UHMQ,Cinderlands Warehouse,Unknown,"Breweries, Beer, Wine & Spirits, Gastropubs",2.0,4.0,299,True,"[{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 6}]","Breweries, Beer, Wine & Spirits, Gastropubs",,,,
yyXNMpvq1R3p_VF4oOo7Rw,Iron Born Pizza,Unknown,Pizza,2.0,4.3,268,True,"[{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]",Pizza,Iron Born Pizza is a pizzeria serving up pies in a casual setting.,"The menu focuses on pizza, likely offering a variety of toppings and crust styles. Other typical pizzeria fare like salads, wings or garlic bread may also be served.","No Yelp reviews were found for this restaurant, so unable to summarize what diners liked or disliked.",Casual
uS5BHjGpMDQMTzLfuMVmHw,Fujiya Ramen,Unknown,"Ramen, Izakaya",2.0,4.3,305,True,"[{'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 6}]","Ramen, Izakaya",Fujiya Ramen is a Japanese restaurant specializing in ramen and izakaya-style dishes.,The menu features various ramen options and izakaya small plates meant for sharing.,No Yelp reviews were found for this restaurant.,Unknown
k8jPePSCwmKuUrvIumQ5Gw,Otaru,Unknown,Japanese,,4.4,53,True,"[{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 6}]",Japanese,,,,
wNGL3_tpSaYaivh2G4r7xA,Ollie’s Gastropub,Unknown,Gastropubs,,4.5,2,True,"[{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}]",Gastropubs,Ollie's Gastropub is a local eatery serving elevated pub fare and drinks. No Yelp reviews are available to provide additional details about the restaurant at this time.,"As a gastropub, Ollie's likely offers a menu featuring creative and upscale versions of traditional pub food like burgers, sandwiches, appetizers and entrees, accompanied by a selection of craft beers and cocktails.",No Yelp reviews could be found for Ollie's Gastropub to summarize what patrons liked or disliked about their experience.,Pub-like
51OCJUK6MLemGiUwwmItxA,Seoul Korean BBQ,Unknown,"Korean, Barbeque",2.0,4.7,104,True,"[{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}]","Korean, Barbeque",Seoul Korean BBQ is a restaurant specializing in authentic Korean barbecue dishes. Diners can grill their own meats at the table.,"The menu features a variety of marinated meats including beef, pork, and chicken for tabletop grilling. Banchan (side dishes) and other traditional Korean dishes are also served.",No Yelp reviews were found for this restaurant. More information is needed to determine what diners liked or disliked.,Lively
D_pwairtGGR0V_w2xx5XeA,Alihan's Mediterranean Cuisine,Unknown,"Mediterranean, Turkish, Seafood",2.0,4.3,445,True,"[{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2000', 'day': 6}]","Mediterranean, Turkish, Seafood",Alihan's Mediterranean Cuisine serves up Turkish and Mediterranean fare with an emphasis on seafood dishes. No Yelp reviews are available to provide additional insight into this restaurant.,"The menu focuses on Mediterranean and Turkish cuisine, likely featuring dishes like kebabs, pita, hummus, baba ghanoush and seafood prepared with regional spices and cooking techniques. Specific menu items are unknown without available reviews or a posted menu.","No Yelp reviews could be found for Alihan's Mediterranean Cuisine, so a summary of what diners liked or disliked about their experience is not available.",Unknown
xqWovkuu-HN6Rj0V3zzzOQ,Grapow,Unknown,"Burgers, Asian Fusion, Salad",,4.8,13,True,"[{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 6}]","Burgers, Asian Fusion, Salad","Grapow is a casual eatery serving up an eclectic mix of burgers, Asian fusion dishes, and salads.","The menu features burgers, Asian-inspired fusion dishes, and various salads. Specifics are unknown without reviews available.",No Yelp reviews could be found to summarize what diners liked or disliked about Grapow.,Unclear
XiGb0pY4tjVzBdQx39RHSw,Saint Ravioli,Unknown,"Italian, Pasta Shops",,5.0,5,True,[],"Italian, Pasta Shops","Saint Ravioli is an Italian restaurant and pasta shop. They specialize in fresh, handmade ravioli and other pasta dishes.","The menu likely focuses on a variety of ravioli and other pasta dishes, potentially with different fillings and sauces. They may also offer other classic Italian entrees, appetizers, salads and desserts.","No Yelp reviews were found for this restaurant, so unable to summarize what reviewers liked or disliked.",Authentic
q6h1tcn44HUFHqkrRqR0cA,El Pollon,Unknown,Peruvian,2.0,4.7,71,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]",Peruvian,,,,
wmCBxE0PfLZD8sxIwAY59Q,Hofbrauhaus Pittsburgh,Unknown,"German, Brewpubs",2.0,4.0,1147,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","German, Brewpubs","Hofbrauhaus Pittsburgh is an authentic German beer hall and restaurant, serving up traditional Bavarian fare and house-brewed beers in a lively atmosphere.","The menu features classic German dishes like pretzels, schnitzels, sausages, and roasted pork, along with an extensive selection of German beers brewed on-site.",No Yelp reviews found for this restaurant.,Festive
_45aFyAeFPJrAGQKMJBoLw,Moonlit Burgers,Unknown,"Burgers, Salad, Sandwiches",2.0,4.4,96,True,"[{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}]","Burgers, Salad, Sandwiches","Moonlit Burgers is a casual eatery serving up burgers, salads and sandwiches.","The menu focuses on classic American fare including burgers, sandwiches and salads.",No Yelp reviews could be found for this restaurant.,Casual
6Az5aA5sdrqwfJjnS8TROQ,Bao,Unknown,"Taiwanese, Noodles, Dim Sum",2.0,4.1,221,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}]","Taiwanese, Noodles, Dim Sum",,,,
AAguuFXfnqbo4GvK9fvfWg,The Parlor - Dim Sum & Cantonese BBQ,Unknown,"Dim Sum, Barbeque, Cantonese",,3.9,141,True,"[{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}]","Dim Sum, Barbeque, Cantonese",The Parlor offers dim sum and Cantonese-style barbecue in a casual setting.,The menu features a variety of traditional dim sum dishes and Cantonese barbecue specialties.,No reviews available to summarize.,Casual
Jv_erBzbf3FSc1lmi3bqDA,Nan Xiang Soup Dumplings - Pittsburgh,Unknown,Dim Sum,,4.4,102,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]",Dim Sum,Nan Xiang Soup Dumplings brings authentic Shanghai-style soup dumplings to Pittsburgh.,The restaurant specializes in xiao long bao (soup dumplings) and other dim sum favorites. Expect a menu focused on steamed dumplings with various fillings.,No Yelp reviews could be found for this new restaurant location. More information is needed to summarize diner feedback.,Unknown
VgWvHMs5TJ2lr0ec2DaMtQ,Bae Bae's Kitchen,Unknown,"Korean, Asian Fusion, Cocktail Bars",2.0,4.5,742,True,"[{'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 5}]","Korean, Asian Fusion, Cocktail Bars",Bae Bae's Kitchen is a Korean restaurant that also offers Asian fusion cuisine and cocktails.,The menu likely features Korean dishes along with some creative Asian fusion options. Cocktails are also served.,No Yelp reviews could be found for this restaurant.,Unclear based on lack of reviews.
uRybQLCYWkC6N19MhaHf_w,Taiwanese Bistro Cafe 33,Unknown,"Taiwanese, Noodles, Seafood",2.0,4.3,528,True,"[{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]","Taiwanese, Noodles, Seafood","Taiwanese Bistro Cafe 33 is a restaurant serving Taiwanese cuisine, noodle dishes, and seafood. No further details are available due to a lack of reviews.","The menu focuses on Taiwanese dishes, with an emphasis on noodles and seafood options. Specific menu items are unknown.","No reviews could be found for Taiwanese Bistro Cafe 33, so it's unclear what diners liked or disliked about their experience at this restaurant.",Unknown
